0, 1, 3
0, 2, 9
0, 3, 6
0, 4, 2
0, 5, 7
0, 6, 6
0, 7, 3
0, 8, 2
0, 9, 3
0, 10, 5
0, 11, 8
0, 12, 6
0, 13, 4
0, 14, 1
0, 15, 1
0, 16, 7
0, 17, 1
0, 18, 3
0, 19, 6
0, 20, 4
0, 21, 3
0, 22, 8
0, 23, 10
0, 24, 2
0, 25, 2
0, 26, 6
0, 27, 5
0, 28, 10
0, 29, 10
0, 30, 1
0, 31, 3
0, 32, 7
0, 33, 8
0, 34, 2
0, 35, 8
0, 36, 3
0, 37, 2
0, 38, 1
0, 39, 8
0, 40, 1
0, 41, 6
0, 42, 1
0, 43, 3
0, 44, 7
0, 45, 3
0, 46, 10
0, 47, 4
0, 48, 4
0, 49, 6
0, 50, 1
0, 51, 7
0, 52, 9
0, 53, 10
0, 54, 3
0, 55, 4
0, 56, 9
0, 57, 10
0, 58, 3
0, 59, 5
0, 60, 6
0, 61, 5
0, 62, 1
0, 63, 8
0, 64, 10
0, 65, 10
0, 66, 5
0, 67, 6
0, 68, 1
0, 69, 5
0, 70, 8
0, 71, 3
0, 72, 5
0, 73, 5
0, 74, 1
0, 75, 8
0, 76, 9
0, 77, 8
0, 78, 3
0, 79, 10
0, 80, 10
0, 81, 9
0, 82, 3
0, 83, 7
0, 84, 3
0, 85, 8
0, 86, 3
0, 87, 4
0, 88, 8
0, 89, 6
0, 90, 3
0, 91, 9
0, 92, 10
0, 93, 2
0, 94, 9
0, 95, 3
0, 96, 4
0, 97, 7
0, 98, 9
0, 99, 9
1, 2, 8
1, 3, 6
1, 4, 10
1, 5, 6
1, 6, 4
1, 7, 1
1, 8, 3
1, 9, 7
1, 10, 2
1, 11, 2
1, 12, 7
1, 13, 5
1, 14, 6
1, 15, 10
1, 16, 5
1, 17, 9
1, 18, 2
1, 19, 6
1, 20, 5
1, 21, 4
1, 22, 9
1, 23, 1
1, 24, 4
1, 25, 9
1, 26, 7
1, 27, 2
1, 28, 7
1, 29, 3
1, 30, 1
1, 31, 6
1, 32, 9
1, 33, 3
1, 34, 3
1, 35, 3
1, 36, 7
1, 37, 6
1, 38, 7
1, 39, 8
1, 40, 6
1, 41, 2
1, 42, 9
1, 43, 6
1, 44, 9
1, 45, 9
1, 46, 1
1, 47, 1
1, 48, 7
1, 49, 9
1, 50, 5
1, 51, 4
1, 52, 10
1, 53, 1
1, 54, 9
1, 55, 7
1, 56, 9
1, 57, 5
1, 58, 4
1, 59, 7
1, 60, 4
1, 61, 1
1, 62, 1
1, 63, 2
1, 64, 8
1, 65, 7
1, 66, 7
1, 67, 6
1, 68, 1
1, 69, 5
1, 70, 8
1, 71, 7
1, 72, 10
1, 73, 10
1, 74, 2
1, 75, 7
1, 76, 8
1, 77, 3
1, 78, 10
1, 79, 7
1, 80, 2
1, 81, 1
1, 82, 10
1, 83, 9
1, 84, 10
1, 85, 2
1, 86, 10
1, 87, 8
1, 88, 1
1, 89, 10
1, 90, 7
1, 91, 2
1, 92, 4
1, 93, 4
1, 94, 3
1, 95, 9
1, 96, 3
1, 97, 1
1, 98, 1
1, 99, 3
2, 3, 4
2, 4, 10
2, 5, 3
2, 6, 7
2, 7, 5
2, 8, 3
2, 9, 7
2, 10, 5
2, 11, 6
2, 12, 1
2, 13, 1
2, 14, 5
2, 15, 5
2, 16, 5
2, 17, 5
2, 18, 9
2, 19, 6
2, 20, 4
2, 21, 4
2, 22, 10
2, 23, 8
2, 24, 7
2, 25, 6
2, 26, 1
2, 27, 5
2, 28, 9
2, 29, 5
2, 30, 10
2, 31, 2
2, 32, 3
2, 33, 2
2, 34, 10
2, 35, 7
2, 36, 7
2, 37, 1
2, 38, 3
2, 39, 10
2, 40, 6
2, 41, 1
2, 42, 5
2, 43, 9
2, 44, 6
2, 45, 4
2, 46, 2
2, 47, 6
2, 48, 9
2, 49, 9
2, 50, 2
2, 51, 2
2, 52, 9
2, 53, 4
2, 54, 6
2, 55, 7
2, 56, 8
2, 57, 2
2, 58, 5
2, 59, 9
2, 60, 3
2, 61, 3
2, 62, 6
2, 63, 9
2, 64, 9
2, 65, 6
2, 66, 10
2, 67, 8
2, 68, 1
2, 69, 7
2, 70, 7
2, 71, 6
2, 72, 7
2, 73, 3
2, 74, 1
2, 75, 7
2, 76, 7
2, 77, 2
2, 78, 2
2, 79, 1
2, 80, 3
2, 81, 5
2, 82, 5
2, 83, 4
2, 84, 6
2, 85, 4
2, 86, 4
2, 87, 4
2, 88, 2
2, 89, 2
2, 90, 5
2, 91, 9
2, 92, 8
2, 93, 6
2, 94, 4
2, 95, 5
2, 96, 4
2, 97, 1
2, 98, 1
2, 99, 7
3, 4, 2
3, 5, 4
3, 6, 6
3, 7, 1
3, 8, 9
3, 9, 6
3, 10, 2
3, 11, 8
3, 12, 7
3, 13, 6
3, 14, 7
3, 15, 2
3, 16, 4
3, 17, 4
3, 18, 5
3, 19, 4
3, 20, 8
3, 21, 8
3, 22, 2
3, 23, 1
3, 24, 9
3, 25, 9
3, 26, 10
3, 27, 4
3, 28, 5
3, 29, 7
3, 30, 9
3, 31, 1
3, 32, 9
3, 33, 8
3, 34, 4
3, 35, 10
3, 36, 1
3, 37, 3
3, 38, 3
3, 39, 1
3, 40, 10
3, 41, 10
3, 42, 3
3, 43, 6
3, 44, 4
3, 45, 3
3, 46, 5
3, 47, 5
3, 48, 9
3, 49, 2
3, 50, 5
3, 51, 8
3, 52, 10
3, 53, 4
3, 54, 7
3, 55, 7
3, 56, 10
3, 57, 1
3, 58, 7
3, 59, 5
3, 60, 6
3, 61, 1
3, 62, 4
3, 63, 8
3, 64, 4
3, 65, 2
3, 66, 10
3, 67, 3
3, 68, 5
3, 69, 9
3, 70, 8
3, 71, 1
3, 72, 10
3, 73, 10
3, 74, 8
3, 75, 5
3, 76, 2
3, 77, 7
3, 78, 9
3, 79, 7
3, 80, 4
3, 81, 3
3, 82, 9
3, 83, 10
3, 84, 6
3, 85, 5
3, 86, 9
3, 87, 4
3, 88, 1
3, 89, 8
3, 90, 10
3, 91, 1
3, 92, 9
3, 93, 5
3, 94, 8
3, 95, 5
3, 96, 5
3, 97, 10
3, 98, 6
3, 99, 1
4, 5, 4
4, 6, 2
4, 7, 10
4, 8, 9
4, 9, 8
4, 10, 3
4, 11, 6
4, 12, 3
4, 13, 2
4, 14, 2
4, 15, 1
4, 16, 3
4, 17, 3
4, 18, 6
4, 19, 8
4, 20, 6
4, 21, 4
4, 22, 2
4, 23, 2
4, 24, 10
4, 25, 8
4, 26, 8
4, 27, 10
4, 28, 1
4, 29, 3
4, 30, 9
4, 31, 4
4, 32, 9
4, 33, 6
4, 34, 6
4, 35, 10
4, 36, 9
4, 37, 10
4, 38, 2
4, 39, 3
4, 40, 6
4, 41, 4
4, 42, 2
4, 43, 1
4, 44, 9
4, 45, 10
4, 46, 2
4, 47, 8
4, 48, 8
4, 49, 5
4, 50, 4
4, 51, 9
4, 52, 4
4, 53, 2
4, 54, 6
4, 55, 10
4, 56, 1
4, 57, 2
4, 58, 9
4, 59, 10
4, 60, 6
4, 61, 6
4, 62, 6
4, 63, 9
4, 64, 2
4, 65, 1
4, 66, 9
4, 67, 10
4, 68, 1
4, 69, 8
4, 70, 4
4, 71, 9
4, 72, 8
4, 73, 3
4, 74, 6
4, 75, 5
4, 76, 8
4, 77, 9
4, 78, 3
4, 79, 10
4, 80, 2
4, 81, 10
4, 82, 5
4, 83, 2
4, 84, 1
4, 85, 5
4, 86, 9
4, 87, 7
4, 88, 6
4, 89, 6
4, 90, 1
4, 91, 2
4, 92, 5
4, 93, 4
4, 94, 4
4, 95, 7
4, 96, 7
4, 97, 10
4, 98, 8
4, 99, 6
5, 6, 5
5, 7, 7
5, 8, 10
5, 9, 7
5, 10, 4
5, 11, 5
5, 12, 6
5, 13, 8
5, 14, 5
5, 15, 7
5, 16, 4
5, 17, 9
5, 18, 3
5, 19, 5
5, 20, 7
5, 21, 5
5, 22, 8
5, 23, 1
5, 24, 8
5, 25, 6
5, 26, 5
5, 27, 2
5, 28, 1
5, 29, 10
5, 30, 8
5, 31, 9
5, 32, 6
5, 33, 4
5, 34, 10
5, 35, 7
5, 36, 10
5, 37, 5
5, 38, 3
5, 39, 3
5, 40, 10
5, 41, 7
5, 42, 7
5, 43, 2
5, 44, 7
5, 45, 1
5, 46, 5
5, 47, 8
5, 48, 4
5, 49, 8
5, 50, 6
5, 51, 6
5, 52, 2
5, 53, 6
5, 54, 8
5, 55, 5
5, 56, 1
5, 57, 3
5, 58, 7
5, 59, 1
5, 60, 7
5, 61, 6
5, 62, 7
5, 63, 10
5, 64, 4
5, 65, 10
5, 66, 5
5, 67, 2
5, 68, 4
5, 69, 3
5, 70, 3
5, 71, 7
